rgID,ugaID,is.SCR,is.rep,week,year,snare,utmSnare,fqfile,knownSEX,sampSOURCE,region
UGA_173101_P022_WF09,128-24,TRUE,FALSE,6,2024,HS 024,265598x3590529,RAPiD-Genomics_F566_UGA_173101_P022_WF09_i5-1098_i7-46_S7651_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WF10,148-23,TRUE,FALSE,4,2023,HS 008,256165x3589588,RAPiD-Genomics_F566_UGA_173101_P022_WF10_i5-1098_i7-26_S7652_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WF11,257-24,TRUE,FALSE,7,2024,HS 012,258412x3586648,RAPiD-Genomics_F566_UGA_173101_P022_WF11_i5-1098_i7-51_S7653_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WF12,429-24,TRUE,FALSE,7,2024,HS 033,262817x3594007,RAPiD-Genomics_F566_UGA_173101_P022_WF12_i5-1098_i7-66_S7654_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WG01,69-23,TRUE,FALSE,3,2023,HS 068,268186x3591620,RAPiD-Genomics_F566_UGA_173101_P022_WG01_i5-503_i7-84_S7655_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WG02,408-23,TRUE,FALSE,6,2023,HS 050,259851x3599573,RAPiD-Genomics_F566_UGA_173101_P022_WG02_i5-1098_i7-12_S7656_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WG03,306-24,TRUE,TRUE,3,2024,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P022_WG03_i5-1098_i7-22_S7657_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WG04,3-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F566_UGA_173101_P022_WG04_i5-1098_i7-10_S7658_L003_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P022_WG05,261-24,TRUE,FALSE,4,2024,HS 050,259851x3599573,RAPiD-Genomics_F566_UGA_173101_P022_WG05_i5-1098_i7-69_S7659_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WG06,26-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F566_UGA_173101_P022_WG06_i5-1098_i7-14_S7660_L003_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P022_WG07,376-23,TRUE,FALSE,4,2023,HS 071,266900x3593042,RAPiD-Genomics_F566_UGA_173101_P022_WG07_i5-1098_i7-18_S7661_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WG08,3-24,TRUE,FALSE,7,2024,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P022_WG08_i5-1098_i7-68_S7662_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WG09,471-23,TRUE,FALSE,4,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P022_WG09_i5-1098_i7-41_S7663_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WG10,131-24,TRUE,FALSE,5,2024,HS 103,273840x3600298,RAPiD-Genomics_F566_UGA_173101_P022_WG10_i5-1098_i7-37_S7664_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WG11,724-23,TRUE,FALSE,7,2023,HS 034,264626x3594282,RAPiD-Genomics_F566_UGA_173101_P022_WG11_i5-1098_i7-96_S7665_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WG12,389-24,TRUE,TRUE,7,2024,HS 039,258163x3596434,RAPiD-Genomics_F566_UGA_173101_P022_WG12_i5-1098_i7-42_S7666_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WH01,379-23,TRUE,FALSE,3,2023,HS 127,264695x3609913,RAPiD-Genomics_F566_UGA_173101_P022_WH01_i5-503_i7-11_S7667_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WH02,458-23,TRUE,FALSE,5,2023,HS 005,252875x3588670,RAPiD-Genomics_F566_UGA_173101_P022_WH02_i5-1098_i7-32_S7668_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WH03,19-24,TRUE,FALSE,3,2024,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P022_WH03_i5-1098_i7-88_S7669_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WH04,569-24,TRUE,FALSE,7,2024,HS 070,269359x3592627,RAPiD-Genomics_F566_UGA_173101_P022_WH04_i5-1098_i7-73_S7670_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WH05,433-24,TRUE,FALSE,6,2024,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P022_WH05_i5-1098_i7-15_S7671_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WH06,65-24,TRUE,FALSE,6,2024,HS 096,271378x3600579,RAPiD-Genomics_F566_UGA_173101_P022_WH06_i5-1098_i7-49_S7672_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WH07,385-23,TRUE,FALSE,3,2023,HS 068,268186x3591620,RAPiD-Genomics_F566_UGA_173101_P022_WH07_i5-1098_i7-1_S7673_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WH08,355-24,TRUE,FALSE,5,2024,HS 029,259736x3594236,RAPiD-Genomics_F566_UGA_173101_P022_WH08_i5-1098_i7-85_S7674_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WH09,327-23,TRUE,FALSE,4,2023,HS 008,256165x3589588,RAPiD-Genomics_F566_UGA_173101_P022_WH09_i5-1098_i7-83_S7675_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WH10,404-23,TRUE,FALSE,7,2023,HS 045,258191x3598537,RAPiD-Genomics_F566_UGA_173101_P022_WH10_i5-1098_i7-34_S7676_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WH11,17-C,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F566_UGA_173101_P022_WH11_i5-1098_i7-95_S7677_L003_R1_001.fastq,M,Capture,CGA
UGA_173101_P022_WH12,141-24,TRUE,FALSE,5,2024,HS 036,259789x3595296,RAPiD-Genomics_F566_UGA_173101_P022_WH12_i5-1098_i7-56_S7678_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WA01,285-24,TRUE,FALSE,4,2024,HS 001,248187x3586614,RAPiD-Genomics_F566_UGA_173101_P023_WA01_i5-1099_i7-59_S7679_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WA02,51-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F566_UGA_173101_P023_WA02_i5-1099_i7-27_S7680_L003_R1_001.fastq,M,Harvest,SGA
UGA_173101_P023_WA03,21-23,TRUE,TRUE,2,2023,HS 068,268186x3591620,RAPiD-Genomics_F566_UGA_173101_P023_WA03_i5-1099_i7-82_S7681_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WA04,189-23,TRUE,FALSE,3,2023,HS 012,258412x3586648,RAPiD-Genomics_F566_UGA_173101_P023_WA04_i5-1099_i7-7_S7682_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WA05,278-23,TRUE,FALSE,7,2023,HS 045,258191x3598537,RAPiD-Genomics_F566_UGA_173101_P023_WA05_i5-1099_i7-38_S7683_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WA06,349-23,TRUE,FALSE,2,2023,HS 076,270936x3595484,RAPiD-Genomics_F566_UGA_173101_P023_WA06_i5-1099_i7-74_S7684_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WA07,307-23,TRUE,FALSE,7,2023,HS 009,259209x3585507,RAPiD-Genomics_F566_UGA_173101_P023_WA07_i5-1099_i7-77_S7685_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WA08,491-23,TRUE,FALSE,5,2023,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P023_WA08_i5-1099_i7-16_S7686_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WA09,71-24,TRUE,FALSE,4,2024,HS 026,262853x3592521,RAPiD-Genomics_F566_UGA_173101_P023_WA09_i5-1099_i7-36_S7687_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WA10,491-24,TRUE,FALSE,6,2024,HS 085,264337x3598727,RAPiD-Genomics_F566_UGA_173101_P023_WA10_i5-1099_i7-54_S7688_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WA11,446-24,TRUE,FALSE,4,2024,HS 086,266197x3598788,RAPiD-Genomics_F566_UGA_173101_P023_WA11_i5-1099_i7-25_S7689_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WA12,326-23,TRUE,FALSE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P023_WA12_i5-1099_i7-23_S7690_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WB01,389-23,TRUE,FALSE,6,2023,HS 096,271378x3600579,RAPiD-Genomics_F566_UGA_173101_P023_WB01_i5-1099_i7-31_S7691_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WB02,30-24,TRUE,FALSE,7,2024,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P023_WB02_i5-1099_i7-39_S7692_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WB03,74-24,TRUE,FALSE,2,2024,HS 035,258142x3595544,RAPiD-Genomics_F566_UGA_173101_P023_WB03_i5-1099_i7-2_S7693_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WB04,37-23,TRUE,FALSE,4,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P023_WB04_i5-1099_i7-20_S7694_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WB05,109-24,TRUE,FALSE,5,2024,HS 048,261267x3598930,RAPiD-Genomics_F566_UGA_173101_P023_WB05_i5-1099_i7-90_S7695_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WB06,190-23,TRUE,FALSE,5,2023,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P023_WB06_i5-1099_i7-6_S7696_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WB07,80-24,TRUE,FALSE,1,2024,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P023_WB07_i5-1099_i7-29_S7697_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WB08,413-24,TRUE,FALSE,3,2024,HS 045,258191x3598537,RAPiD-Genomics_F566_UGA_173101_P023_WB08_i5-1099_i7-57_S7698_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WB09,393-24,TRUE,FALSE,6,2024,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P023_WB09_i5-1099_i7-63_S7699_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WB10,20-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F566_UGA_173101_P023_WB10_i5-1099_i7-55_S7700_L003_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P023_WB11,7-23,TRUE,FALSE,4,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P023_WB11_i5-1099_i7-5_S7701_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WB12,374-23,TRUE,FALSE,6,2023,HS 009,259209x3585507,RAPiD-Genomics_F566_UGA_173101_P023_WB12_i5-1099_i7-75_S7702_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WC01,39-24,TRUE,FALSE,5,2024,HS 050,259851x3599573,RAPiD-Genomics_F566_UGA_173101_P023_WC01_i5-1099_i7-65_S7703_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WC02,73-24,TRUE,FALSE,5,2024,HS 123,270896x3606897,RAPiD-Genomics_F566_UGA_173101_P023_WC02_i5-1099_i7-67_S7704_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WC03,331-24,TRUE,FALSE,5,2024,HS 045,258191x3598537,RAPiD-Genomics_F566_UGA_173101_P023_WC03_i5-1099_i7-40_S7705_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WC04,75-23,TRUE,FALSE,5,2023,HS 131,269670x3610752,RAPiD-Genomics_F566_UGA_173101_P023_WC04_i5-1099_i7-19_S7706_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WC05,282-23,TRUE,FALSE,2,2023,HS 017,260417x3588089,RAPiD-Genomics_F566_UGA_173101_P023_WC05_i5-1099_i7-81_S7707_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WC06,489-23,TRUE,FALSE,4,2023,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P023_WC06_i5-1099_i7-3_S7708_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WC07,292-24,TRUE,FALSE,5,2024,HS 071,266900x3593042,RAPiD-Genomics_F566_UGA_173101_P023_WC07_i5-1099_i7-62_S7709_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WC08,18-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F566_UGA_173101_P023_WC08_i5-1099_i7-17_S7710_L003_R1_001.fastq,M,Capture,CGA
UGA_173101_P023_WC09,113-23,TRUE,FALSE,4,2023,HS 111,269228x3604168,RAPiD-Genomics_F566_UGA_173101_P023_WC09_i5-1099_i7-93_S7711_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WC10,205-23,TRUE,FALSE,7,2023,HS 051,260705x3599596,RAPiD-Genomics_F566_UGA_173101_P023_WC10_i5-1099_i7-47_S7712_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WC11,352-23,TRUE,FALSE,4,2023,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P023_WC11_i5-1099_i7-70_S7713_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WC12,227-23,TRUE,TRUE,5,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P023_WC12_i5-1099_i7-43_S7714_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WD01,160-24,TRUE,FALSE,7,2024,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P023_WD01_i5-1099_i7-52_S7715_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WD02,237-24,TRUE,FALSE,4,2024,HS 041,258115x3597270,RAPiD-Genomics_F566_UGA_173101_P023_WD02_i5-1099_i7-72_S7716_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WD03,268-24,TRUE,FALSE,2,2024,HS 085,264337x3598727,RAPiD-Genomics_F566_UGA_173101_P023_WD03_i5-1099_i7-30_S7717_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WD04,308-24,TRUE,FALSE,6,2024,HS 033,262817x3594007,RAPiD-Genomics_F566_UGA_173101_P023_WD04_i5-1099_i7-91_S7718_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WD05,356-24,TRUE,FALSE,4,2024,HS 034,264626x3594282,RAPiD-Genomics_F566_UGA_173101_P023_WD05_i5-1099_i7-71_S7719_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WD06,12-24,TRUE,FALSE,6,2024,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P023_WD06_i5-1099_i7-50_S7720_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WD07,602-23,TRUE,FALSE,6,2023,HS 116,269531x3605091,RAPiD-Genomics_F566_UGA_173101_P023_WD07_i5-1099_i7-86_S7721_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WD08,405-24,TRUE,FALSE,3,2024,HS 038,264323x3595743,RAPiD-Genomics_F566_UGA_173101_P023_WD08_i5-1099_i7-80_S7722_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WD09,69-NGA,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F566_UGA_173101_P023_WD09_i5-1099_i7-64_S7723_L003_R1_001.fastq,F,Capture,NGA
UGA_173101_P023_WD10,28-23,TRUE,FALSE,5,2023,HS 005,252875x3588670,RAPiD-Genomics_F566_UGA_173101_P023_WD10_i5-1099_i7-8_S7724_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WD11,124-23,TRUE,FALSE,7,2023,HS 088,269565x3599125,RAPiD-Genomics_F566_UGA_173101_P023_WD11_i5-1099_i7-58_S7725_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WD12,197-23,TRUE,FALSE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P023_WD12_i5-1099_i7-9_S7726_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE01,257-23,TRUE,FALSE,6,2023,HS 030,260871x3593893,RAPiD-Genomics_F566_UGA_173101_P023_WE01_i5-1099_i7-48_S7727_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE02,76-24,TRUE,FALSE,7,2024,HS 065,269178x3589726,RAPiD-Genomics_F566_UGA_173101_P023_WE02_i5-1099_i7-89_S7728_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE03,184-24,TRUE,FALSE,3,2024,HS 061,265195x3585407,RAPiD-Genomics_F566_UGA_173101_P023_WE03_i5-1099_i7-87_S7729_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE04,407-24,TRUE,FALSE,4,2024,HS 047,259836x3598339,RAPiD-Genomics_F566_UGA_173101_P023_WE04_i5-1099_i7-21_S7730_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE05,226-23,TRUE,FALSE,4,2023,HS 127,264695x3609913,RAPiD-Genomics_F566_UGA_173101_P023_WE05_i5-1099_i7-94_S7731_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE06,350-24,TRUE,FALSE,3,2024,HS 017,260417x3588089,RAPiD-Genomics_F566_UGA_173101_P023_WE06_i5-1099_i7-35_S7732_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE07,499-24,TRUE,FALSE,2,2024,HS 024,265598x3590529,RAPiD-Genomics_F566_UGA_173101_P023_WE07_i5-1099_i7-44_S7733_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE08,211-23,TRUE,FALSE,3,2023,HS 070,269359x3592627,RAPiD-Genomics_F566_UGA_173101_P023_WE08_i5-1099_i7-4_S7734_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE09,66-24,TRUE,FALSE,3,2024,HS 030,260871x3593893,RAPiD-Genomics_F566_UGA_173101_P023_WE09_i5-1099_i7-24_S7735_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE10,215-24,TRUE,FALSE,6,2024,HS 045,258191x3598537,RAPiD-Genomics_F566_UGA_173101_P023_WE10_i5-1099_i7-61_S7736_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE11,146-24,TRUE,FALSE,5,2024,HS 120,264935x3606388,RAPiD-Genomics_F566_UGA_173101_P023_WE11_i5-1099_i7-13_S7737_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WE12,377-24,TRUE,FALSE,4,2024,HS 053,266356x3581189,RAPiD-Genomics_F566_UGA_173101_P023_WE12_i5-1099_i7-76_S7738_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF01,62-23,TRUE,FALSE,3,2023,HS 068,268186x3591620,RAPiD-Genomics_F566_UGA_173101_P023_WF01_i5-1099_i7-28_S7739_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF02,284-23,TRUE,FALSE,1,2023,HS 030,260871x3593893,RAPiD-Genomics_F566_UGA_173101_P023_WF02_i5-1099_i7-78_S7740_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF03,115-24,TRUE,FALSE,4,2024,HS 041,258115x3597270,RAPiD-Genomics_F566_UGA_173101_P023_WF03_i5-1099_i7-79_S7741_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF04,250-23,TRUE,FALSE,5,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P023_WF04_i5-1099_i7-45_S7742_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF05,333-24,TRUE,FALSE,3,2024,HS 017,260417x3588089,RAPiD-Genomics_F566_UGA_173101_P023_WF05_i5-1099_i7-92_S7743_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF06,42-23,TRUE,FALSE,3,2023,HS 044,264092x3597212,RAPiD-Genomics_F566_UGA_173101_P023_WF06_i5-1099_i7-60_S7744_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF07,402-23,TRUE,FALSE,6,2023,HS 075,269338x3595713,RAPiD-Genomics_F566_UGA_173101_P023_WF07_i5-1099_i7-33_S7745_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF08,488-23,TRUE,FALSE,6,2023,HS 051,260705x3599596,RAPiD-Genomics_F566_UGA_173101_P023_WF08_i5-1099_i7-53_S7746_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF09,368-24,TRUE,FALSE,7,2024,HS 001,248187x3586614,RAPiD-Genomics_F566_UGA_173101_P023_WF09_i5-1099_i7-46_S7747_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF10,414-24,TRUE,FALSE,1,2024,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P023_WF10_i5-1099_i7-26_S7748_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF11,174-24,TRUE,FALSE,3,2024,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P023_WF11_i5-1099_i7-51_S7749_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WF12,2-23,TRUE,FALSE,3,2023,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P023_WF12_i5-1099_i7-66_S7750_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WG01,149-23,TRUE,FALSE,3,2023,HS 021,264713x3588839,RAPiD-Genomics_F566_UGA_173101_P023_WG01_i5-1099_i7-84_S7751_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WG02,341-23,TRUE,FALSE,7,2023,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P023_WG02_i5-1099_i7-12_S7752_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WG03,326-24,TRUE,FALSE,4,2024,HS 001,248187x3586614,RAPiD-Genomics_F566_UGA_173101_P023_WG03_i5-1099_i7-22_S7753_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WG04,136-23,TRUE,FALSE,6,2023,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P023_WG04_i5-1099_i7-10_S7754_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P023_WG05,88-24,TRUE,FALSE,5,2024,HS 071,266900x3593042,RAPiD-Genomics_F566_UGA_173101_P023_WG05_i5-1099_i7-69_S7755_L003_R1_001.fastq,,Hair Snare,CGA
