extID,ugaID,is.SCR,is.rep,week,year,snare,utmSnare,fqfile,knownSEX,sampSOURCE,region,nSNPgt,vcfID,FILT
UGA_173101_P015_WA01,60-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA01_i5-502_i7-59_S14739_L003_R1_001.fastq,M,Den Check,CGA,994,UGA_173101_P015_WA01,FALSE
UGA_173101_P015_WA02,57-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA02_i5-502_i7-27_S14740_L003_R1_001.fastq,F,Foster,NGA,1117,UGA_173101_P015_WA02,FALSE
UGA_173101_P015_WA03,59-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA03_i5-502_i7-82_S14741_L003_R1_001.fastq,M,Den Check,CGA,851,UGA_173101_P015_WA03,FALSE
UGA_173101_P015_WA04,58-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA04_i5-502_i7-7_S14742_L003_R1_001.fastq,F,Foster,NGA,1099,UGA_173101_P015_WA04,FALSE
UGA_173101_P015_WA05,67-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA05_i5-502_i7-38_S14743_L003_R1_001.fastq,M,Den Check,NGA,741,UGA_173101_P015_WA05,FALSE
UGA_173101_P015_WA06,82-RK,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA06_i5-502_i7-74_S14744_L003_R1_001.fastq,M,Roadkill,CGA,961,UGA_173101_P015_WA06,FALSE
UGA_173101_P015_WA07,7-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA07_i5-502_i7-77_S14745_L003_R1_001.fastq,F,Capture,CGA,747,UGA_173101_P015_WA07,FALSE
UGA_173101_P015_WA08,72-B,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA08_i5-502_i7-16_S14746_L003_R1_001.fastq,F,Foster,NGA,1076,UGA_173101_P015_WA08,FALSE
UGA_173101_P015_WA09,66-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA09_i5-502_i7-36_S14747_L003_R1_001.fastq,F,Den Check,CGA,1089,UGA_173101_P015_WA09,FALSE
UGA_173101_P015_WA10,68-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA10_i5-502_i7-54_S14748_L003_R1_001.fastq,M,Den Check,NGA,1125,UGA_173101_P015_WA10,FALSE
UGA_173101_P015_WA11,33-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA11_i5-502_i7-25_S14749_L003_R1_001.fastq,M,Harvest,SGA,1006,UGA_173101_P015_WA11,FALSE
UGA_173101_P015_WA12,30-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WA12_i5-502_i7-23_S14750_L003_R1_001.fastq,F,Capture,CGA,1221,UGA_173101_P015_WA12,FALSE
UGA_173101_P015_WB01,35-SGA,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WB01_i5-502_i7-31_S14751_L003_R1_001.fastq,M,Harvest,SGA,612,UGA_173101_P015_WB01,FALSE
UGA_173101_P015_WB02,60-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WB02_i5-502_i7-39_S14752_L003_R1_001.fastq,F,Roadkill,SGA,1074,UGA_173101_P015_WB02,FALSE
UGA_173101_P015_WB03,35-SGA,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WB03_i5-502_i7-2_S14753_L003_R1_001.fastq,M,Harvest,SGA,875,UGA_173101_P015_WB03,FALSE
UGA_173101_P015_WB04,89-NGA,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WB04_i5-502_i7-20_S14754_L003_R1_001.fastq,F,Capture,NGA,1228,UGA_173101_P015_WB04,FALSE
UGA_173101_P015_WB05,M21.1,FALSE,FALSE,NA,NA,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WB05_i5-502_i7-90_S14755_L003_R1_001.fastq,NA,NA,NA,1295,UGA_173101_P015_WB05,FALSE
UGA_173101_P015_WB06,33-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WB06_i5-502_i7-6_S14756_L003_R1_001.fastq,F,Capture,CGA,606,UGA_173101_P015_WB06,FALSE
UGA_173101_P015_WB07,51-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WB07_i5-502_i7-29_S14757_L003_R1_001.fastq,M,Capture,CGA,1109,UGA_173101_P015_WB07,FALSE
UGA_173101_P015_WB08,40-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WB08_i5-502_i7-57_S14758_L003_R1_001.fastq,M,Harvest,SGA,1288,UGA_173101_P015_WB08,FALSE
UGA_173101_P015_WB09,74-B,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WB09_i5-502_i7-63_S14759_L003_R1_001.fastq,M,Den Check,CGA,1234,UGA_173101_P015_WB09,FALSE
UGA_173101_P015_WB10,54-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WB10_i5-502_i7-55_S14760_L003_R1_001.fastq,F,Capture,CGA,9,UGA_173101_P015_WB10,TRUE
UGA_173101_P015_WB11,121-23,TRUE,TRUE,6,2023,HS 028,258399x3594245,RAPiD-Genomics_F534_UGA_173101_P015_WB11_i5-502_i7-5_S14761_L003_R1_001.fastq,,Hair Snare,CGA,1,UGA_173101_P015_WB11,TRUE
UGA_173101_P015_WB12,86-EK,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WB12_i5-502_i7-75_S14762_L003_R1_001.fastq,M,Euthanized,CGA,1235,UGA_173101_P015_WB12,FALSE
UGA_173101_P015_WC01,39-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC01_i5-502_i7-65_S14763_L003_R1_001.fastq,M,Harvest,SGA,1066,UGA_173101_P015_WC01,FALSE
UGA_173101_P015_WC02,77-NGA,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC02_i5-502_i7-67_S14764_L003_R1_001.fastq,M,Euthanized,NGA,1165,UGA_173101_P015_WC02,FALSE
UGA_173101_P015_WC03,64-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC03_i5-502_i7-40_S14765_L003_R1_001.fastq,F,Foster,NGA,952,UGA_173101_P015_WC03,FALSE
UGA_173101_P015_WC04,45-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC04_i5-502_i7-19_S14766_L003_R1_001.fastq,M,Harvest ,SGA,974,UGA_173101_P015_WC04,FALSE
UGA_173101_P015_WC05,76-NGA,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC05_i5-502_i7-81_S14767_L003_R1_001.fastq,M,Capture,NGA,1259,UGA_173101_P015_WC05,FALSE
UGA_173101_P015_WC06,62-NGA,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC06_i5-502_i7-3_S14768_L003_R1_001.fastq,M,Euthanized,NGA,17,UGA_173101_P015_WC06,TRUE
UGA_173101_P015_WC07,73-B,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC07_i5-502_i7-62_S14769_L003_R1_001.fastq,F,Den Check,CGA,1126,UGA_173101_P015_WC07,FALSE
UGA_173101_P015_WC08,37-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC08_i5-502_i7-17_S14770_L003_R1_001.fastq,M,Harvest,SGA,1097,UGA_173101_P015_WC08,FALSE
UGA_173101_P015_WC09,34-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC09_i5-502_i7-93_S14771_L003_R1_001.fastq,M,Harvest,SGA,1072,UGA_173101_P015_WC09,FALSE
UGA_173101_P015_WC10,36-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC10_i5-502_i7-47_S14772_L003_R1_001.fastq,F,Harvest,SGA,1272,UGA_173101_P015_WC10,FALSE
UGA_173101_P015_WC11,56-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC11_i5-502_i7-70_S14773_L003_R1_001.fastq,M,Harvest,SGA,1227,UGA_173101_P015_WC11,FALSE
UGA_173101_P015_WC12,55-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WC12_i5-502_i7-43_S14774_L003_R1_001.fastq,M,Harvest,SGA,1259,UGA_173101_P015_WC12,FALSE
UGA_173101_P015_WD01,13-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WD01_i5-502_i7-52_S14775_L003_R1_001.fastq,M,Capture,CGA,1271,UGA_173101_P015_WD01,FALSE
UGA_173101_P015_WD02,25-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WD02_i5-502_i7-72_S14776_L003_R1_001.fastq,F,Capture,CGA,1107,UGA_173101_P015_WD02,FALSE
UGA_173101_P015_WD03,20-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WD03_i5-502_i7-30_S14777_L003_R1_001.fastq,M,Capture,CGA,710,UGA_173101_P015_WD03,FALSE
UGA_173101_P015_WD04,414-23,TRUE,FALSE,7,2023,HS 042,259530x3597317,RAPiD-Genomics_F534_UGA_173101_P015_WD04_i5-502_i7-91_S14778_L003_R1_001.fastq,,Hair Snare,CGA,1063,UGA_173101_P015_WD04,FALSE
UGA_173101_P015_WD05,38-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WD05_i5-502_i7-71_S14779_L003_R1_001.fastq,M,Capture,CGA,871,UGA_173101_P015_WD05,FALSE
UGA_173101_P015_WD06,56-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WD06_i5-502_i7-50_S14780_L003_R1_001.fastq,F,Capture,CGA,763,UGA_173101_P015_WD06,FALSE
UGA_173101_P015_WD07,394-23,TRUE,FALSE,7,2023,HS 045,258191x3598537,RAPiD-Genomics_F534_UGA_173101_P015_WD07_i5-502_i7-86_S14781_L003_R1_001.fastq,,Hair Snare,CGA,308,UGA_173101_P015_WD07,FALSE
UGA_173101_P015_WD08,152-23,TRUE,FALSE,1,2023,HS 018,259190x3588588,RAPiD-Genomics_F534_UGA_173101_P015_WD08_i5-502_i7-80_S14782_L003_R1_001.fastq,,Hair Snare,CGA,52,UGA_173101_P015_WD08,TRUE
UGA_173101_P015_WD09,494-23,TRUE,FALSE,7,2023,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P015_WD09_i5-502_i7-64_S14783_L003_R1_001.fastq,,Hair Snare,CGA,1120,UGA_173101_P015_WD09,FALSE
UGA_173101_P015_WD10,43-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WD10_i5-502_i7-8_S14784_L003_R1_001.fastq,M,Harvest,SGA,1264,UGA_173101_P015_WD10,FALSE
UGA_173101_P015_WD11,16-24,TRUE,FALSE,2,2024,HS 025,265276x3591787,RAPiD-Genomics_F534_UGA_173101_P015_WD11_i5-502_i7-58_S14785_L003_R1_001.fastq,,Hair Snare,CGA,1256,UGA_173101_P015_WD11,FALSE
UGA_173101_P015_WD12,61-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WD12_i5-502_i7-9_S14884_L003_R1_001.fastq,F,Foster,NGA,1261,UGA_173101_P015_WD12,FALSE
UGA_173101_P015_WE01,32-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WE01_i5-502_i7-48_S14787_L003_R1_001.fastq,F,Capture,CGA,1126,UGA_173101_P015_WE01,FALSE
UGA_173101_P015_WE02,90-RK,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WE02_i5-502_i7-89_S14788_L003_R1_001.fastq,M,Roadkill,CGA,1186,UGA_173101_P015_WE02,FALSE
UGA_173101_P015_WE03,M22.6,FALSE,FALSE,NA,NA,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WE03_i5-502_i7-87_S14789_L003_R1_001.fastq,NA,NA,NA,1277,UGA_173101_P015_WE03,FALSE
UGA_173101_P015_WE04,53-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WE04_i5-502_i7-21_S14790_L003_R1_001.fastq,M,Harvst ,SGA,106,UGA_173101_P015_WE04,FALSE
UGA_173101_P015_WE05,54-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WE05_i5-502_i7-94_S14791_L003_R1_001.fastq,F,Harvest,SGA,892,UGA_173101_P015_WE05,FALSE
UGA_173101_P015_WE06,49-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WE06_i5-502_i7-35_S14792_L003_R1_001.fastq,F,Harvest,SGA,1041,UGA_173101_P015_WE06,FALSE
UGA_173101_P015_WE07,73-NGA,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WE07_i5-502_i7-44_S14793_L003_R1_001.fastq,M,Capture,NGA,1213,UGA_173101_P015_WE07,FALSE
UGA_173101_P015_WE08,8-23,TRUE,TRUE,7,2023,HS 042,259530x3597317,RAPiD-Genomics_F534_UGA_173101_P015_WE08_i5-502_i7-4_S14794_L003_R1_001.fastq,,Hair Snare,CGA,1267,UGA_173101_P015_WE08,FALSE
UGA_173101_P015_WE09,87-IK,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WE09_i5-502_i7-24_S14795_L003_R1_001.fastq,F,Illegal,CGA,1183,UGA_173101_P015_WE09,FALSE
UGA_173101_P015_WE10,53-23,TRUE,FALSE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F534_UGA_173101_P015_WE10_i5-502_i7-61_S14796_L003_R1_001.fastq,,Hair Snare,CGA,272,UGA_173101_P015_WE10,FALSE
UGA_173101_P015_WE11,47-SGA,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WE11_i5-502_i7-13_S14797_L003_R1_001.fastq,F,Harvest,SGA,1102,UGA_173101_P015_WE11,FALSE
UGA_173101_P015_WE12,50-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WE12_i5-502_i7-76_S14798_L003_R1_001.fastq,F,Harvest,SGA,130,UGA_173101_P015_WE12,FALSE
UGA_173101_P015_WF01,41-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WF01_i5-502_i7-28_S14799_L003_R1_001.fastq,F,Harvest,SGA,1161,UGA_173101_P015_WF01,FALSE
UGA_173101_P015_WF02,41-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WF02_i5-502_i7-78_S14800_L003_R1_001.fastq,F,Capture,CGA,44,UGA_173101_P015_WF02,TRUE
UGA_173101_P015_WF03,428-23,TRUE,FALSE,5,2023,HS 043,260480x3597395,RAPiD-Genomics_F534_UGA_173101_P015_WF03_i5-502_i7-79_S14801_L003_R1_001.fastq,,Hair Snare,CGA,1102,UGA_173101_P015_WF03,FALSE
UGA_173101_P015_WF04,85-RK,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WF04_i5-502_i7-45_S14802_L003_R1_001.fastq,M,Roadkill,CGA,1263,UGA_173101_P015_WF04,FALSE
UGA_173101_P015_WF05,29-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WF05_i5-502_i7-92_S14803_L003_R1_001.fastq,M,Capture,CGA,1244,UGA_173101_P015_WF05,FALSE
UGA_173101_P015_WF06,495-23,TRUE,FALSE,6,2023,HS 028,258399x3594245,RAPiD-Genomics_F534_UGA_173101_P015_WF06_i5-502_i7-60_S14804_L003_R1_001.fastq,,Hair Snare,CGA,1240,UGA_173101_P015_WF06,FALSE
UGA_173101_P015_WF07,303-23,TRUE,FALSE,6,2023,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P015_WF07_i5-502_i7-33_S14805_L003_R1_001.fastq,,Hair Snare,CGA,962,UGA_173101_P015_WF07,FALSE
UGA_173101_P015_WF08,23-C,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WF08_i5-502_i7-53_S14806_L003_R1_001.fastq,F,Capture,CGA,1184,UGA_173101_P015_WF08,FALSE
UGA_173101_P015_WF09,65-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WF09_i5-502_i7-46_S14807_L003_R1_001.fastq,F,Foster,NGA,1207,UGA_173101_P015_WF09,FALSE
UGA_173101_P015_WF10,62-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WF10_i5-502_i7-26_S14808_L003_R1_001.fastq,M,Den Check,CGA,1193,UGA_173101_P015_WF10,FALSE
UGA_173101_P015_WF11,63-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WF11_i5-502_i7-51_S14809_L003_R1_001.fastq,M,Den Check,CGA,1240,UGA_173101_P015_WF11,FALSE
UGA_173101_P015_WF12,31-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WF12_i5-502_i7-66_S14810_L003_R1_001.fastq,M,Harvest,SGA,1242,UGA_173101_P015_WF12,FALSE
UGA_173101_P015_WG01,58-SGA,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WG01_i5-502_i7-84_S14811_L003_R1_001.fastq,M,Harvest,SGA,1136,UGA_173101_P015_WG01,FALSE
UGA_173101_P015_WG02,119-23,TRUE,FALSE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F534_UGA_173101_P015_WG02_i5-502_i7-12_S14812_L003_R1_001.fastq,,Hair Snare,CGA,0,UGA_173101_P015_WG02,TRUE
UGA_173101_P015_WG03,79-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WG03_i5-502_i7-22_S14813_L003_R1_001.fastq,F,Den Check,NGA,750,UGA_173101_P015_WG03,FALSE
UGA_173101_P015_WG04,72-NGA,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WG04_i5-502_i7-10_S14814_L003_R1_001.fastq,M,Capture,NGA,1190,UGA_173101_P015_WG04,FALSE
UGA_173101_P015_WG05,71-B,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WG05_i5-502_i7-69_S14815_L003_R1_001.fastq,M,Capture,CGA,927,UGA_173101_P015_WG05,FALSE
UGA_173101_P015_WG06,47-SGA,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WG06_i5-502_i7-14_S14816_L003_R1_001.fastq,F,Harvest,SGA,1242,UGA_173101_P015_WG06,FALSE
UGA_173101_P015_WG07,44-23,TRUE,FALSE,5,2023,HS 024,265557x3590544,RAPiD-Genomics_F534_UGA_173101_P015_WG07_i5-502_i7-18_S14817_L003_R1_001.fastq,,Hair Snare,CGA,1145,UGA_173101_P015_WG07,FALSE
UGA_173101_P015_WG08,69-B,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WG08_i5-502_i7-68_S14818_L003_R1_001.fastq,M,Capture,CGA,894,UGA_173101_P015_WG08,FALSE
UGA_173101_P015_WG09,43-23,TRUE,FALSE,7,2023,HS 066,268064x3590555,RAPiD-Genomics_F534_UGA_173101_P015_WG09_i5-502_i7-41_S14819_L003_R1_001.fastq,,Hair Snare,CGA,1233,UGA_173101_P015_WG09,FALSE
UGA_173101_P015_WG10,335-24,TRUE,FALSE,7,2024,HS 008,256165x3589588,RAPiD-Genomics_F534_UGA_173101_P015_WG10_i5-502_i7-37_S14820_L003_R1_001.fastq,,Hair Snare,CGA,358,UGA_173101_P015_WG10,FALSE
UGA_173101_P015_WG11,11-23,TRUE,FALSE,6,2023,HS 029,259736x3594236,RAPiD-Genomics_F534_UGA_173101_P015_WG11_i5-502_i7-96_S14821_L003_R1_001.fastq,,Hair Snare,CGA,333,UGA_173101_P015_WG11,FALSE
UGA_173101_P015_WG12,59-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WG12_i5-502_i7-42_S14822_L003_R1_001.fastq,M,Harvest,SGA,1267,UGA_173101_P015_WG12,FALSE
UGA_173101_P015_WH01,46-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WH01_i5-502_i7-11_S14823_L003_R1_001.fastq,M,Harvest,SGA,1266,UGA_173101_P015_WH01,FALSE
UGA_173101_P015_WH02,45-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WH02_i5-502_i7-32_S14824_L003_R1_001.fastq,F,Capture,CGA,1153,UGA_173101_P015_WH02,FALSE
UGA_173101_P015_WH03,147-24,TRUE,FALSE,3,2024,HS 025,265276x3591787,RAPiD-Genomics_F534_UGA_173101_P015_WH03_i5-502_i7-88_S14825_L003_R1_001.fastq,,Hair Snare,CGA,1171,UGA_173101_P015_WH03,FALSE
UGA_173101_P015_WH04,85-NGA,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WH04_i5-502_i7-73_S14826_L003_R1_001.fastq,M,Capture,NGA,1272,UGA_173101_P015_WH04,FALSE
UGA_173101_P015_WH05,478-24,TRUE,FALSE,4,2024,HS 144,262266x3597084,RAPiD-Genomics_F534_UGA_173101_P015_WH05_i5-502_i7-15_S14827_L003_R1_001.fastq,,Hair Snare,CGA,1263,UGA_173101_P015_WH05,FALSE
UGA_173101_P015_WH06,249-24,TRUE,FALSE,3,2024,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P015_WH06_i5-502_i7-49_S14828_L003_R1_001.fastq,,Hair Snare,CGA,1172,UGA_173101_P015_WH06,FALSE
UGA_173101_P015_WH07,432-23,TRUE,FALSE,4,2023,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P015_WH07_i5-502_i7-1_S14829_L003_R1_001.fastq,,Hair Snare,CGA,1231,UGA_173101_P015_WH07,FALSE
UGA_173101_P015_WH08,48-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WH08_i5-502_i7-85_S14830_L003_R1_001.fastq,F,Harvest,SGA,487,UGA_173101_P015_WH08,FALSE
UGA_173101_P015_WH09,306-23,TRUE,TRUE,3,2023,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P015_WH09_i5-502_i7-83_S14831_L003_R1_001.fastq,,Hair Snare,CGA,0,UGA_173101_P015_WH09,TRUE
UGA_173101_P015_WH10,91-RK,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WH10_i5-502_i7-34_S14832_L003_R1_001.fastq,M,Roadkill,CGA,1295,UGA_173101_P015_WH10,FALSE
UGA_173101_P015_WH11,19-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P015_WH11_i5-502_i7-95_S14833_L003_R1_001.fastq,M,Capture,CGA,1279,UGA_173101_P015_WH11,FALSE
UGA_173101_P015_WH12,306-23,TRUE,TRUE,3,2023,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P015_WH12_i5-502_i7-56_S14834_L003_R1_001.fastq,,Hair Snare,CGA,0,UGA_173101_P015_WH12,TRUE
UGA_173101_P016_WA01,41-23,TRUE,FALSE,2,2023,HS 078,269432x3597119,RAPiD-Genomics_F534_UGA_173101_P016_WA01_i5-504_i7-97_S14835_L003_R1_001.fastq,,Hair Snare,CGA,1194,UGA_173101_P016_WA01,FALSE
UGA_173101_P016_WA02,460-23,TRUE,FALSE,3,2023,HS 009,259209x3585507,RAPiD-Genomics_F534_UGA_173101_P016_WA02_i5-504_i7-98_S14836_L003_R1_001.fastq,,Hair Snare,CGA,771,UGA_173101_P016_WA02,FALSE
UGA_173101_P016_WA03,24-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P016_WA03_i5-504_i7-99_S14837_L003_R1_001.fastq,M,Capture,CGA,1167,UGA_173101_P016_WA03,FALSE
UGA_173101_P016_WA04,44-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P016_WA04_i5-504_i7-100_S14838_L003_R1_001.fastq,M,Capture,CGA,946,UGA_173101_P016_WA04,FALSE
UGA_173101_P016_WA05,36-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P016_WA05_i5-504_i7-101_S14839_L003_R1_001.fastq,F,Capture,CGA,1045,UGA_173101_P016_WA05,FALSE
UGA_173101_P016_WA06,417-24,TRUE,FALSE,3,2024,HS 045,258191x3598537,RAPiD-Genomics_F534_UGA_173101_P016_WA06_i5-504_i7-102_S14840_L003_R1_001.fastq,,Hair Snare,CGA,1123,UGA_173101_P016_WA06,FALSE
UGA_173101_P016_WA07,123-23,TRUE,FALSE,4,2023,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P016_WA07_i5-504_i7-103_S14841_L003_R1_001.fastq,,Hair Snare,CGA,69,UGA_173101_P016_WA07,TRUE
UGA_173101_P016_WA08,386-23,TRUE,FALSE,7,2023,HS 001,248187x3586614,RAPiD-Genomics_F534_UGA_173101_P016_WA08_i5-504_i7-104_S14842_L003_R1_001.fastq,,Hair Snare,CGA,1057,UGA_173101_P016_WA08,FALSE
UGA_173101_P016_WA09,88-23,TRUE,FALSE,7,2023,HS 065,269178x3589726,RAPiD-Genomics_F534_UGA_173101_P016_WA09_i5-504_i7-105_S14843_L003_R1_001.fastq,,Hair Snare,CGA,1225,UGA_173101_P016_WA09,FALSE
UGA_173101_P016_WA10,37-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P016_WA10_i5-504_i7-106_S14844_L003_R1_001.fastq,F,Capture,CGA,1093,UGA_173101_P016_WA10,FALSE
UGA_173101_P016_WA11,372-23,TRUE,FALSE,3,2023,HS 068,268186x3591620,RAPiD-Genomics_F534_UGA_173101_P016_WA11_i5-504_i7-107_S14845_L003_R1_001.fastq,,Hair Snare,CGA,1286,UGA_173101_P016_WA11,FALSE
UGA_173101_P016_WA12,121-23,TRUE,TRUE,6,2023,HS 028,258399x3594245,RAPiD-Genomics_F534_UGA_173101_P016_WA12_i5-504_i7-108_S14846_L003_R1_001.fastq,,Hair Snare,CGA,83,UGA_173101_P016_WA12,TRUE
