extID,ugaID,is.SCR,is.rep,week,year,snare,utmSnare,fqfile,knownSEX,sampSOURCE,region,nSNPgt,vcfID,FILT
UGA_173101_P019_WD03,344-23,TRUE,FALSE,4,2023,HS 127,264695x3609913,RAPiD-Genomics_F534_UGA_173101_P019_WD03_i5-1102_i7-30_S15144_L003_R1_001.fastq,,Hair Snare,CGA,221,UGA_173101_P019_WD03,FALSE
UGA_173101_P019_WD04,362-23,TRUE,FALSE,5,2023,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P019_WD04_i5-1102_i7-91_S15145_L003_R1_001.fastq,,Hair Snare,CGA,1288,UGA_173101_P019_WD04,FALSE
UGA_173101_P019_WD05,322-23,TRUE,FALSE,5,2023,HS 101,275317x3599324,RAPiD-Genomics_F534_UGA_173101_P019_WD05_i5-1102_i7-71_S15146_L003_R1_001.fastq,,Hair Snare,CGA,1083,UGA_173101_P019_WD05,FALSE
UGA_173101_P019_WD06,356-23,TRUE,FALSE,6,2023,HS 032,263672x3593292,RAPiD-Genomics_F534_UGA_173101_P019_WD06_i5-1102_i7-50_S15147_L003_R1_001.fastq,,Hair Snare,CGA,1236,UGA_173101_P019_WD06,FALSE
UGA_173101_P019_WD07,358-23,TRUE,TRUE,5,2023,HS 110,267503x3603769,RAPiD-Genomics_F534_UGA_173101_P019_WD07_i5-1102_i7-86_S15148_L003_R1_001.fastq,,Hair Snare,CGA,1292,UGA_173101_P019_WD07,FALSE
UGA_173101_P019_WD08,331-23,TRUE,TRUE,4,2023,HS 123,270896x3606897,RAPiD-Genomics_F534_UGA_173101_P019_WD08_i5-1102_i7-80_S15149_L003_R1_001.fastq,,Hair Snare,CGA,1235,UGA_173101_P019_WD08,FALSE
UGA_173101_P019_WD09,429-23,TRUE,FALSE,6,2023,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P019_WD09_i5-1102_i7-64_S15150_L003_R1_001.fastq,,Hair Snare,CGA,4,UGA_173101_P019_WD09,TRUE
UGA_173101_P019_WD10,415-23,TRUE,FALSE,3,2023,HS 009,259209x3585507,RAPiD-Genomics_F534_UGA_173101_P019_WD10_i5-1102_i7-8_S15151_L003_R1_001.fastq,,Hair Snare,CGA,1298,UGA_173101_P019_WD10,FALSE
UGA_173101_P019_WD11,410-23,TRUE,FALSE,6,2023,HS 079,271148x3597454,RAPiD-Genomics_F534_UGA_173101_P019_WD11_i5-1102_i7-58_S15152_L003_R1_001.fastq,,Hair Snare,CGA,1292,UGA_173101_P019_WD11,FALSE
UGA_173101_P019_WD12,1-24,TRUE,FALSE,7,2024,HS 031,261769x3593353,RAPiD-Genomics_F534_UGA_173101_P019_WD12_i5-1102_i7-9_S15153_L003_R1_001.fastq,,Hair Snare,CGA,2,UGA_173101_P019_WD12,TRUE
UGA_173101_P019_WE01,45-24,TRUE,FALSE,7,2024,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P019_WE01_i5-1102_i7-48_S15154_L003_R1_001.fastq,,Hair Snare,CGA,1235,UGA_173101_P019_WE01,FALSE
UGA_173101_P019_WE02,5-24,TRUE,TRUE,6,2024,HS 033,262817x3594007,RAPiD-Genomics_F534_UGA_173101_P019_WE02_i5-1102_i7-89_S15155_L003_R1_001.fastq,,Hair Snare,CGA,1025,UGA_173101_P019_WE02,FALSE
UGA_173101_P019_WE03,38-24,TRUE,FALSE,3,2024,HS 087,267749x3598700,RAPiD-Genomics_F534_UGA_173101_P019_WE03_i5-1102_i7-87_S15156_L003_R1_001.fastq,,Hair Snare,CGA,1223,UGA_173101_P019_WE03,FALSE
UGA_173101_P019_WE04,5-24,TRUE,TRUE,6,2024,HS 033,262817x3594007,RAPiD-Genomics_F534_UGA_173101_P019_WE04_i5-1102_i7-21_S15157_L003_R1_001.fastq,,Hair Snare,CGA,889,UGA_173101_P019_WE04,FALSE
UGA_173101_P019_WE05,48-24,TRUE,FALSE,3,2024,HS 017,260417x3588089,RAPiD-Genomics_F534_UGA_173101_P019_WE05_i5-1102_i7-94_S15158_L003_R1_001.fastq,,Hair Snare,CGA,1197,UGA_173101_P019_WE05,FALSE
UGA_173101_P019_WE06,87-24,TRUE,FALSE,2,2024,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P019_WE06_i5-1102_i7-35_S15159_L003_R1_001.fastq,,Hair Snare,CGA,1238,UGA_173101_P019_WE06,FALSE
UGA_173101_P019_WE07,134-24,TRUE,TRUE,4,2024,HS 034,264626x3594282,RAPiD-Genomics_F534_UGA_173101_P019_WE07_i5-1102_i7-44_S15160_L003_R1_001.fastq,,Hair Snare,CGA,0,UGA_173101_P019_WE07,TRUE
UGA_173101_P019_WE08,96-24,TRUE,FALSE,6,2024,HS 089,271012x3598856,RAPiD-Genomics_F534_UGA_173101_P019_WE08_i5-1102_i7-4_S15161_L003_R1_001.fastq,,Hair Snare,CGA,749,UGA_173101_P019_WE08,FALSE
UGA_173101_P019_WE09,134-24,TRUE,TRUE,4,2024,HS 034,264626x3594282,RAPiD-Genomics_F534_UGA_173101_P019_WE09_i5-1102_i7-24_S15162_L003_R1_001.fastq,,Hair Snare,CGA,1059,UGA_173101_P019_WE09,FALSE
UGA_173101_P019_WE10,198-24,TRUE,FALSE,6,2024,HS 044,264092x3597212,RAPiD-Genomics_F534_UGA_173101_P019_WE10_i5-1102_i7-61_S15163_L003_R1_001.fastq,,Hair Snare,CGA,1298,UGA_173101_P019_WE10,FALSE
UGA_173101_P019_WE11,219-24,TRUE,TRUE,4,2024,HS 003,248920x3588050,RAPiD-Genomics_F534_UGA_173101_P019_WE11_i5-1102_i7-13_S15164_L003_R1_001.fastq,,Hair Snare,CGA,1285,UGA_173101_P019_WE11,FALSE
UGA_173101_P019_WE12,154-24,TRUE,FALSE,3,2024,HS 048,261267x3598930,RAPiD-Genomics_F534_UGA_173101_P019_WE12_i5-1102_i7-76_S15165_L003_R1_001.fastq,,Hair Snare,CGA,1294,UGA_173101_P019_WE12,FALSE
UGA_173101_P019_WF01,155-24,TRUE,FALSE,1,2024,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P019_WF01_i5-1102_i7-28_S15166_L003_R1_001.fastq,,Hair Snare,CGA,0,UGA_173101_P019_WF01,TRUE
UGA_173101_P019_WF02,196-24,TRUE,FALSE,7,2024,HS 028,258399x3594245,RAPiD-Genomics_F534_UGA_173101_P019_WF02_i5-1102_i7-78_S15167_L003_R1_001.fastq,,Hair Snare,CGA,1212,UGA_173101_P019_WF02,FALSE
UGA_173101_P019_WF03,233-24,TRUE,FALSE,1,2024,HS 067,269282x3591006,RAPiD-Genomics_F534_UGA_173101_P019_WF03_i5-1102_i7-79_S15168_L003_R1_001.fastq,,Hair Snare,CGA,1288,UGA_173101_P019_WF03,FALSE
UGA_173101_P019_WF04,219-24,TRUE,TRUE,4,2024,HS 003,248920x3588050,RAPiD-Genomics_F534_UGA_173101_P019_WF04_i5-1102_i7-45_S15169_L003_R1_001.fastq,,Hair Snare,CGA,1178,UGA_173101_P019_WF04,FALSE
UGA_173101_P019_WF05,304-24,TRUE,FALSE,2,2024,HS 024,265598x3590529,RAPiD-Genomics_F534_UGA_173101_P019_WF05_i5-1102_i7-92_S15170_L003_R1_001.fastq,,Hair Snare,CGA,1236,UGA_173101_P019_WF05,FALSE
UGA_173101_P019_WF06,321-24,TRUE,FALSE,1,2024,HS 032,263672x3593292,RAPiD-Genomics_F534_UGA_173101_P019_WF06_i5-1102_i7-60_S15171_L003_R1_001.fastq,,Hair Snare,CGA,6,UGA_173101_P019_WF06,TRUE
UGA_173101_P019_WF07,277-24,TRUE,TRUE,2,2024,HS 142,270560x3610662,RAPiD-Genomics_F534_UGA_173101_P019_WF07_i5-1102_i7-33_S15172_L003_R1_001.fastq,,Hair Snare,CGA,1266,UGA_173101_P019_WF07,FALSE
UGA_173101_P019_WF08,277-24,TRUE,TRUE,2,2024,HS 142,270560x3610662,RAPiD-Genomics_F534_UGA_173101_P019_WF08_i5-1102_i7-53_S15173_L003_R1_001.fastq,,Hair Snare,CGA,1262,UGA_173101_P019_WF08,FALSE
UGA_173101_P019_WF09,293-24,TRUE,FALSE,6,2024,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P019_WF09_i5-1102_i7-46_S15174_L003_R1_001.fastq,,Hair Snare,CGA,981,UGA_173101_P019_WF09,FALSE
UGA_173101_P019_WF10,315-24,TRUE,FALSE,1,2024,HS 025,265276x3591787,RAPiD-Genomics_F534_UGA_173101_P019_WF10_i5-1102_i7-26_S15175_L003_R1_001.fastq,,Hair Snare,CGA,50,UGA_173101_P019_WF10,TRUE
UGA_173101_P019_WF11,255-24,TRUE,FALSE,4,2024,HS 026,262853x3592521,RAPiD-Genomics_F534_UGA_173101_P019_WF11_i5-1102_i7-51_S15176_L003_R1_001.fastq,,Hair Snare,CGA,1287,UGA_173101_P019_WF11,FALSE
UGA_173101_P019_WF12,294-24,TRUE,FALSE,6,2024,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P019_WF12_i5-1102_i7-66_S15177_L003_R1_001.fastq,,Hair Snare,CGA,300,UGA_173101_P019_WF12,FALSE
UGA_173101_P019_WG01,316-24,TRUE,FALSE,4,2024,HS 142,270560x3610662,RAPiD-Genomics_F534_UGA_173101_P019_WG01_i5-1102_i7-84_S15178_L003_R1_001.fastq,,Hair Snare,CGA,1294,UGA_173101_P019_WG01,FALSE
UGA_173101_P019_WG02,264-24,TRUE,FALSE,7,2024,HS 028,258399x3594245,RAPiD-Genomics_F534_UGA_173101_P019_WG02_i5-1102_i7-12_S15179_L003_R1_001.fastq,,Hair Snare,CGA,1263,UGA_173101_P019_WG02,FALSE
UGA_173101_P019_WG03,358-24,TRUE,TRUE,3,2024,HS 017,260417x3588089,RAPiD-Genomics_F534_UGA_173101_P019_WG03_i5-1102_i7-22_S15277_L003_R1_001.fastq,,Hair Snare,CGA,1292,UGA_173101_P019_WG03,FALSE
UGA_173101_P019_WG04,359-24,TRUE,FALSE,4,2024,HS 125,269445x3608787,RAPiD-Genomics_F534_UGA_173101_P019_WG04_i5-1102_i7-10_S15180_L003_R1_001.fastq,,Hair Snare,CGA,4,UGA_173101_P019_WG04,TRUE
UGA_173101_P019_WG05,397-24,TRUE,TRUE,6,2024,HS 123,270896x3606897,RAPiD-Genomics_F534_UGA_173101_P019_WG05_i5-1102_i7-69_S15278_L003_R1_001.fastq,,Hair Snare,CGA,1229,UGA_173101_P019_WG05,FALSE
UGA_173101_P019_WG06,373-24,TRUE,FALSE,6,2024,HS 089,271012x3598856,RAPiD-Genomics_F534_UGA_173101_P019_WG06_i5-1102_i7-14_S15181_L003_R1_001.fastq,,Hair Snare,CGA,234,UGA_173101_P019_WG06,FALSE
UGA_173101_P019_WG07,397-24,TRUE,TRUE,6,2024,HS 123,270896x3606897,RAPiD-Genomics_F534_UGA_173101_P019_WG07_i5-1102_i7-18_S15182_L003_R1_001.fastq,,Hair Snare,CGA,1237,UGA_173101_P019_WG07,FALSE
UGA_173101_P019_WG08,423-24,TRUE,TRUE,5,2024,HS 085,264337x3598727,RAPiD-Genomics_F534_UGA_173101_P019_WG08_i5-1102_i7-68_S15183_L003_R1_001.fastq,,Hair Snare,CGA,1110,UGA_173101_P019_WG08,FALSE
UGA_173101_P019_WG09,423-24,TRUE,TRUE,5,2024,HS 085,264337x3598727,RAPiD-Genomics_F534_UGA_173101_P019_WG09_i5-1102_i7-41_S15184_L003_R1_001.fastq,,Hair Snare,CGA,1170,UGA_173101_P019_WG09,FALSE
UGA_173101_P019_WG10,434-24,TRUE,TRUE,7,2024,HS 045,258191x3598537,RAPiD-Genomics_F534_UGA_173101_P019_WG10_i5-1102_i7-37_S15185_L003_R1_001.fastq,,Hair Snare,CGA,1,UGA_173101_P019_WG10,TRUE
UGA_173101_P019_WG11,1179-24,TRUE,FALSE,4,2024,HS 104,275884x3600561,RAPiD-Genomics_F534_UGA_173101_P019_WG11_i5-1102_i7-96_S15186_L003_R1_001.fastq,,Hair Snare,CGA,1012,UGA_173101_P019_WG11,FALSE
UGA_173101_P019_WG12,427-24,TRUE,FALSE,5,2024,HS 050,259851x3599573,RAPiD-Genomics_F534_UGA_173101_P019_WG12_i5-1102_i7-42_S15187_L003_R1_001.fastq,,Hair Snare,CGA,1110,UGA_173101_P019_WG12,FALSE
UGA_173101_P019_WH01,434-24,TRUE,TRUE,7,2024,HS 045,258191x3598537,RAPiD-Genomics_F534_UGA_173101_P019_WH01_i5-1102_i7-11_S15188_L003_R1_001.fastq,,Hair Snare,CGA,53,UGA_173101_P019_WH01,TRUE
UGA_173101_P019_WH02,91.B.13,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH02_i5-1102_i7-32_S15189_L003_R1_001.fastq,F,Capture,CGA,1005,UGA_173101_P019_WH02,FALSE
UGA_173101_P019_WH03,1-C,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH03_i5-1102_i7-88_S15190_L003_R1_001.fastq,M,Capture,CGA,1179,UGA_173101_P019_WH03,FALSE
UGA_173101_P019_WH04,70-B,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH04_i5-1102_i7-73_S15191_L003_R1_001.fastq,M,Capture,CGA,1134,UGA_173101_P019_WH04,FALSE
UGA_173101_P019_WH05,1-C,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH05_i5-1102_i7-15_S15192_L003_R1_001.fastq,M,Capture,CGA,1234,UGA_173101_P019_WH05,FALSE
UGA_173101_P019_WH06,80-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH06_i5-1102_i7-49_S15193_L003_R1_001.fastq,M,Den Check,NGA,1236,UGA_173101_P019_WH06,FALSE
UGA_173101_P019_WH07,17-C,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH07_i5-1102_i7-1_S15194_L003_R1_001.fastq,M,Capture,CGA,1103,UGA_173101_P019_WH07,FALSE
UGA_173101_P019_WH08,80-NGA,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH08_i5-1102_i7-85_S15195_L003_R1_001.fastq,M,Euthanized,NGA,1258,UGA_173101_P019_WH08,FALSE
UGA_173101_P019_WH09,68-NGA,FALSE,TRUE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH09_i5-1102_i7-83_S15196_L003_R1_001.fastq,F,Capture,NGA,1264,UGA_173101_P019_WH09,FALSE
UGA_173101_P019_WH10,91-B.13,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH10_i5-1102_i7-34_S15197_L003_R1_001.fastq,F,Capture,CGA,637,UGA_173101_P019_WH10,FALSE
UGA_173101_P019_WH11,38-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH11_i5-1102_i7-95_S15198_L003_R1_001.fastq,M,Harvest,SGA,1206,UGA_173101_P019_WH11,FALSE
UGA_173101_P019_WH12,61-NGA,FALSE,FALSE,NA,2021,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH12_i5-1102_i7-56_S15199_L003_R1_001.fastq,M,Euthanized,NGA,2,UGA_173101_P019_WH12,TRUE
UGA_173101_P020_WA01,425-24,TRUE,FALSE,2,2024,HS 085,264337x3598727,RAPiD-Genomics_F566_UGA_173101_P020_WA01_i5-505_i7-59_S3891_L001_R1_001.fastq,,Hair Snare,CGA,1265,UGA_173101_P020_WA01,FALSE
UGA_173101_P020_WA02,135-24,TRUE,FALSE,7,2024,HS 008,256165x3589588,RAPiD-Genomics_F566_UGA_173101_P020_WA02_i5-505_i7-27_S3892_L001_R1_001.fastq,,Hair Snare,CGA,1186,UGA_173101_P020_WA02,FALSE
UGA_173101_P020_WA03,388-24,TRUE,FALSE,6,2024,HS 024,265598x3590529,RAPiD-Genomics_F566_UGA_173101_P020_WA03_i5-505_i7-82_S3893_L001_R1_001.fastq,,Hair Snare,CGA,629,UGA_173101_P020_WA03,FALSE
UGA_173101_P020_WA04,172-24,TRUE,FALSE,3,2024,HS 077,268407x3596503,RAPiD-Genomics_F566_UGA_173101_P020_WA04_i5-505_i7-7_S3894_L001_R1_001.fastq,,Hair Snare,CGA,1017,UGA_173101_P020_WA04,FALSE
UGA_173101_P020_WA05,209-23,TRUE,FALSE,7,2023,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P020_WA05_i5-505_i7-38_S3895_L001_R1_001.fastq,,Hair Snare,CGA,1252,UGA_173101_P020_WA05,FALSE
UGA_173101_P020_WA06,394-24,TRUE,FALSE,4,2024,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P020_WA06_i5-505_i7-74_S3896_L001_R1_001.fastq,,Hair Snare,CGA,1154,UGA_173101_P020_WA06,FALSE
UGA_173101_P020_WA07,38-23,TRUE,FALSE,3,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WA07_i5-505_i7-77_S3897_L001_R1_001.fastq,,Hair Snare,CGA,1146,UGA_173101_P020_WA07,FALSE
UGA_173101_P020_WA08,12-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F566_UGA_173101_P020_WA08_i5-505_i7-16_S3898_L001_R1_001.fastq,M,Capture,CGA,1213,UGA_173101_P020_WA08,FALSE
UGA_173101_P020_WA09,319-23,TRUE,FALSE,6,2023,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P020_WA09_i5-505_i7-36_S3899_L001_R1_001.fastq,,Hair Snare,CGA,1059,UGA_173101_P020_WA09,FALSE
UGA_173101_P020_WA10,396-23,TRUE,FALSE,3,2023,HS 044,264092x3597212,RAPiD-Genomics_F566_UGA_173101_P020_WA10_i5-505_i7-54_S3900_L001_R1_001.fastq,,Hair Snare,CGA,1120,UGA_173101_P020_WA10,FALSE
UGA_173101_P020_WA11,45-23,TRUE,FALSE,3,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P020_WA11_i5-505_i7-25_S3901_L001_R1_001.fastq,,Hair Snare,CGA,1137,UGA_173101_P020_WA11,FALSE
UGA_173101_P020_WA12,169-24,TRUE,FALSE,2,2024,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WA12_i5-505_i7-23_S3902_L001_R1_001.fastq,,Hair Snare,CGA,589,UGA_173101_P020_WA12,FALSE
UGA_173101_P020_WB01,391-23,TRUE,FALSE,7,2023,HS 068,268186x3591620,RAPiD-Genomics_F566_UGA_173101_P020_WB01_i5-505_i7-31_S3903_L001_R1_001.fastq,,Hair Snare,CGA,1192,UGA_173101_P020_WB01,FALSE
UGA_173101_P020_WB02,286-24,TRUE,FALSE,2,2024,HS 073,267763x3594039,RAPiD-Genomics_F566_UGA_173101_P020_WB02_i5-505_i7-39_S3904_L001_R1_001.fastq,,Hair Snare,CGA,1210,UGA_173101_P020_WB02,FALSE
UGA_173101_P020_WB03,180-24,TRUE,FALSE,6,2024,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P020_WB03_i5-505_i7-2_S3905_L001_R1_001.fastq,,Hair Snare,CGA,620,UGA_173101_P020_WB03,FALSE
UGA_173101_P020_WB04,346-24,TRUE,FALSE,3,2024,HS 031,261769x3593353,RAPiD-Genomics_F566_UGA_173101_P020_WB04_i5-505_i7-20_S3906_L001_R1_001.fastq,,Hair Snare,CGA,1249,UGA_173101_P020_WB04,FALSE
UGA_173101_P020_WB05,492-24,TRUE,FALSE,5,2024,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P020_WB05_i5-505_i7-90_S3907_L001_R1_001.fastq,,Hair Snare,CGA,1292,UGA_173101_P020_WB05,FALSE
UGA_173101_P020_WB06,481-24,TRUE,FALSE,7,2024,HS 012,258412x3586648,RAPiD-Genomics_F566_UGA_173101_P020_WB06_i5-505_i7-6_S3908_L001_R1_001.fastq,,Hair Snare,CGA,1268,UGA_173101_P020_WB06,FALSE
UGA_173101_P020_WB07,6-24,TRUE,FALSE,6,2024,HS 139,273870x3603778,RAPiD-Genomics_F566_UGA_173101_P020_WB07_i5-505_i7-29_S3909_L001_R1_001.fastq,,Hair Snare,CGA,1168,UGA_173101_P020_WB07,FALSE
UGA_173101_P020_WB08,475-24,TRUE,FALSE,1,2024,HS 118,263132x3606186,RAPiD-Genomics_F566_UGA_173101_P020_WB08_i5-505_i7-57_S3910_L001_R1_001.fastq,,Hair Snare,CGA,1273,UGA_173101_P020_WB08,FALSE
UGA_173101_P020_WB09,24-23,TRUE,FALSE,5,2023,HS 068,268186x3591620,RAPiD-Genomics_F566_UGA_173101_P020_WB09_i5-505_i7-63_S3911_L001_R1_001.fastq,,Hair Snare,CGA,1097,UGA_173101_P020_WB09,FALSE
UGA_173101_P020_WB10,79-24,TRUE,FALSE,6,2024,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P020_WB10_i5-505_i7-55_S3912_L001_R1_001.fastq,,Hair Snare,CGA,1265,UGA_173101_P020_WB10,FALSE
UGA_173101_P020_WB11,355-23,TRUE,FALSE,7,2023,HS 096,271378x3600579,RAPiD-Genomics_F566_UGA_173101_P020_WB11_i5-505_i7-5_S3913_L001_R1_001.fastq,,Hair Snare,CGA,34,UGA_173101_P020_WB11,TRUE
UGA_173101_P020_WB12,110-23,TRUE,FALSE,5,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P020_WB12_i5-505_i7-75_S3914_L001_R1_001.fastq,,Hair Snare,CGA,1274,UGA_173101_P020_WB12,FALSE
UGA_173101_P020_WC01,359-23,TRUE,FALSE,6,2023,HS 028,258399x3594245,RAPiD-Genomics_F566_UGA_173101_P020_WC01_i5-505_i7-65_S3915_L001_R1_001.fastq,,Hair Snare,CGA,1254,UGA_173101_P020_WC01,FALSE
UGA_173101_P020_WC02,431-23,TRUE,FALSE,3,2023,HS 070,269359x3592627,RAPiD-Genomics_F566_UGA_173101_P020_WC02_i5-505_i7-67_S3916_L001_R1_001.fastq,,Hair Snare,CGA,1286,UGA_173101_P020_WC02,FALSE
UGA_173101_P020_WC03,467-23,TRUE,FALSE,4,2023,HS 126,270872x3608550,RAPiD-Genomics_F566_UGA_173101_P020_WC03_i5-505_i7-40_S3917_L001_R1_001.fastq,,Hair Snare,CGA,81,UGA_173101_P020_WC03,TRUE
UGA_173101_P020_WC04,42-24,TRUE,FALSE,6,2024,HS 024,265598x3590529,RAPiD-Genomics_F566_UGA_173101_P020_WC04_i5-505_i7-19_S3918_L001_R1_001.fastq,,Hair Snare,CGA,1283,UGA_173101_P020_WC04,FALSE
UGA_173101_P020_WC05,241-24,TRUE,FALSE,4,2024,HS 086,266197x3598788,RAPiD-Genomics_F566_UGA_173101_P020_WC05_i5-505_i7-81_S3919_L001_R1_001.fastq,,Hair Snare,CGA,1263,UGA_173101_P020_WC05,FALSE
UGA_173101_P020_WC06,57-23,TRUE,FALSE,7,2023,HS 085,264337x3598727,RAPiD-Genomics_F566_UGA_173101_P020_WC06_i5-505_i7-3_S3920_L001_R1_001.fastq,,Hair Snare,CGA,1259,UGA_173101_P020_WC06,FALSE
UGA_173101_P020_WC07,324-24,TRUE,FALSE,6,2024,HS 005,252875x3588670,RAPiD-Genomics_F566_UGA_173101_P020_WC07_i5-505_i7-62_S3921_L001_R1_001.fastq,,Hair Snare,CGA,1251,UGA_173101_P020_WC07,FALSE
UGA_173101_P020_WC08,336-23,TRUE,FALSE,7,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WC08_i5-505_i7-17_S3922_L001_R1_001.fastq,,Hair Snare,CGA,1283,UGA_173101_P020_WC08,FALSE
UGA_173101_P020_WC09,308-23,TRUE,FALSE,6,2023,HS 040,262860x3595893,RAPiD-Genomics_F566_UGA_173101_P020_WC09_i5-505_i7-93_S3923_L001_R1_001.fastq,,Hair Snare,CGA,1276,UGA_173101_P020_WC09,FALSE
UGA_173101_P020_WC10,500-23,TRUE,FALSE,6,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P020_WC10_i5-505_i7-47_S3924_L001_R1_001.fastq,,Hair Snare,CGA,1296,UGA_173101_P020_WC10,FALSE
UGA_173101_P020_WC11,67-24,TRUE,FALSE,5,2024,HS 048,261267x3598930,RAPiD-Genomics_F566_UGA_173101_P020_WC11_i5-505_i7-70_S3925_L001_R1_001.fastq,,Hair Snare,CGA,1130,UGA_173101_P020_WC11,FALSE
UGA_173101_P020_WC12,103-24,TRUE,FALSE,4,2024,HS 029,259736x3594236,RAPiD-Genomics_F566_UGA_173101_P020_WC12_i5-505_i7-43_S3926_L001_R1_001.fastq,,Hair Snare,CGA,934,UGA_173101_P020_WC12,FALSE
UGA_173101_P020_WD01,195-23,TRUE,FALSE,5,2023,HS 116,269531x3605091,RAPiD-Genomics_F566_UGA_173101_P020_WD01_i5-505_i7-52_S3927_L001_R1_001.fastq,,Hair Snare,CGA,1101,UGA_173101_P020_WD01,FALSE
UGA_173101_P020_WD02,186-23,TRUE,FALSE,6,2023,HS 040,262860x3595893,RAPiD-Genomics_F566_UGA_173101_P020_WD02_i5-505_i7-72_S3928_L001_R1_001.fastq,,Hair Snare,CGA,1175,UGA_173101_P020_WD02,FALSE
UGA_173101_P020_WD03,140-24,TRUE,FALSE,7,2024,HS 077,268407x3596503,RAPiD-Genomics_F566_UGA_173101_P020_WD03_i5-505_i7-30_S3929_L001_R1_001.fastq,,Hair Snare,CGA,1303,UGA_173101_P020_WD03,FALSE
UGA_173101_P020_WD04,234-24,TRUE,FALSE,6,2024,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WD04_i5-505_i7-91_S3930_L001_R1_001.fastq,,Hair Snare,CGA,890,UGA_173101_P020_WD04,FALSE
UGA_173101_P020_WD05,236-24,TRUE,FALSE,1,2024,HS 036,259789x3595296,RAPiD-Genomics_F566_UGA_173101_P020_WD05_i5-505_i7-71_S3931_L001_R1_001.fastq,,Hair Snare,CGA,1258,UGA_173101_P020_WD05,FALSE
UGA_173101_P020_WD06,207-24,TRUE,FALSE,3,2024,HS 130,264559x3611461,RAPiD-Genomics_F566_UGA_173101_P020_WD06_i5-505_i7-50_S3932_L001_R1_001.fastq,,Hair Snare,CGA,556,UGA_173101_P020_WD06,FALSE
UGA_173101_P020_WD07,167-23,TRUE,FALSE,6,2023,HS 046,258973x3598847,RAPiD-Genomics_F566_UGA_173101_P020_WD07_i5-505_i7-86_S3933_L001_R1_001.fastq,,Hair Snare,CGA,1294,UGA_173101_P020_WD07,FALSE
UGA_173101_P020_WD08,317-23,TRUE,FALSE,2,2023,HS 078,269432x3597119,RAPiD-Genomics_F566_UGA_173101_P020_WD08_i5-505_i7-80_S3934_L001_R1_001.fastq,,Hair Snare,CGA,1305,UGA_173101_P020_WD08,FALSE
UGA_173101_P020_WD09,59-24,TRUE,FALSE,7,2024,HS 033,262817x3594007,RAPiD-Genomics_F566_UGA_173101_P020_WD09_i5-505_i7-64_S3935_L001_R1_001.fastq,,Hair Snare,CGA,1299,UGA_173101_P020_WD09,FALSE
UGA_173101_P020_WD10,457-24,TRUE,FALSE,2,2024,HS 024,265598x3590529,RAPiD-Genomics_F566_UGA_173101_P020_WD10_i5-505_i7-8_S3936_L001_R1_001.fastq,,Hair Snare,CGA,1218,UGA_173101_P020_WD10,FALSE
